Name,UserRating,Holds,Grade
CRISSCROSSAPPLESAUCE,2,B3 E3 I3 F8 E10 I10 E13 B18,2
NO PROBLEM!!,2,H5 K4 K2 I1 I7 H8 J11 D10 E13 A13 E16 B18,1
J1,3,E6 I5 F4 H9 D9 E11 C13 G14 I16 H18,4
LESS JUNK MORE TRUNK,3,H4 K6 K4 K9 G10 G12 C13 D15 B18,7
I NEED TAPE !,2,K5 E3 H8 F10 J11 I14 I15 E17 J18,2
NINJA SQUIRTLES,2,D4 I4 I8 H10 G13 C16 K1 B18,2
ALMOST KNOWN,2,H5 D5 D9 H10 G13 E13 H18,2
RATED R,3,H5 F8 I10 H13 I16 F18,11
SWING FOR THE MOMENT,2,F5 A6 D10 I10 G13 D15 F18,3
OKI,3,F5 E8 C7 G10 D12 G15 D18,2
THE KNEE SLAPPER,2,C4 D2 A6 B11 A12 D14 E16 H12 F9 J18,4
HIGH-STEP,2,K5 F6 F10 F13 C14 J9 E18,4
FINDING NEMO,3,K4 F6 C5 D10 I10 F14 C15 E18,4
HERACLES VARIATION,3,F5 D11 I14 D18,12
JOMP,3,K4 I3 G2 E3 F8 I7 E13 C16 E18,2
SCOOBY-DOO,2,F6 I3 C4 F9 D11 F13 F14 I13 J10 G18,4
ROUTE NUMBER 1,2,C4 F4 G7 I8 H11 G13 C13 F18 H18,3
JACK MAQ,1,A3 D5 G8 G13 B10 J18,6
PURPLE ALIEN,2,A5 F5 F8 H10 F12 G13 C16 F18,2
IDK,2,K6 H5 I7 J9 I10 G11 H12 K12 J14 I15 J16 F8 H2 J18,0
TL07,0,C4 F1 K5 G8 G10 G14 H18,3
STRAWBERRY SHORTCAKE,2,H5 B3 H8 J9 H12 J14 E16 E17 A12 B18,4
GO BIG,2,H5 E3 A6 D10 C14 A14 B18,2
JUMP,3,H5 K6 I7 F8 E13 C16 E18,2
"READY, SET, LOCK-OFF",3,H4 C4 E7 F10 D14 A13 F16 K12 K18 G18,6
SMALL HANDS,2,H5 E6 H9 I10 F12 E14 E16 K4 D18,4
FEELTHEPOWER1,3,C5 B6 D11 F10 H15 D18,8
BIG TREE,3,F5 B8 I10 E13 A15 D18,6
CAN’T WALK,2,D6 F5 F7 E9 F12 H15 H17 K18,10
THE PAC EDGE DAB,2,A5 D4 D10 A10 C14 H15 G17 H18,7
DIAGON ALLEZ,3,B2 B4 B8 D9 C13 G14 F16 H18,8
CAN’T SWIM,3,D6 H6 H10 D13 D17 A18,10
HELL COPTER,3,C4 G7 K8 H11 K14 F18,12
DR DROP KNEE,3,J5 D5 D6 H10 F14 J16 J18,6
ACG01,3,F6 G2 H8 E10 D10 A12 C14 E16 F17 A6 J18,5
STRONG POINT,3,B4 A1 A8 D9 J8 G13 I15 G18,8
WELCOME TO KOREA,3,F6 H5 F12 C14 D18,8
HUNGRY BABY’S PATH,3,E4 G4 G8 G10 F13 H14 G16 H18,4
POWER TRAINING,3,K6 G6 E7 H10 J11 H15 K5 F18,7
MESA RIM JAB,0,H2 K5 J8 J10 F13 I17 I18,8
CON-TRIVANCE,3,H5 I9 D9 G13 C15 F18,6
TEARS OF JOY AND SORROW,3,A2 F3 D9 B8 J11 H14 I16 J18,7
HAWKING RADIATION,2,I4 G4 F7 G10 D12 D15 D18,4
FUN FUN FUN :),2,K5 H4 H8 J10 H12 F13 C15 F17 C8 A9 G18,6
"CAN YOU, OR CAN'T YOU?",3,D4 E4 I5 J7 J9 J11 J13 K15 J18,6
JACOBIM,3,C4 H6 F11 E14 I14 G16 A12 B9 K18,6
SUMMER SENDS,2,J4 G3 G6 H9 C10 C13 A16 A18,4
TOO EAZY,2,H5 D4 E7 F9 E10 F12 C14 C16 A18,2
EAZY PEAZY,2,H5 F4 D6 C7 B8 G8 E11 C13 C16 A18,2
BRING BACKUP,3,K6 H6 H9 K12 F13 F14 C17 B18,8
SPRING,0,C4 B2 E7 F9 F10 J11 J14 K15 H18,4
FROG LEAKS,2,J4 F5 H10 G13 E13 J1 H18,3
SQUAT,2,A5 E6 D9 G10 G13 D15 F17 J7 D18,3
WHO KNOWS?,3,G6 F6 F9 I10 G13 D4 D1 F18,6
TUVILAND,3,C3 F2 C7 H9 D12 C15 G15 D18,9
HOLD MY PUDDING,0,F6 I5 I10 I14 I16 H18,12
S-HIT,3,A5 F3 G8 D9 F12 C13 A16 F18 H18,4
ELCHRI1,2,F5 H5 I7 F8 H10 G13 E13 E16 C16 D18 E18,2
LISA #5,2,D5 F2 F8 H8 H10 F12 B13 D15 A16 D18,2
LENGTH X HEIGHT,0,C4 E5 C7 B12 G11 B18,10
HUELE A CERRADO,0,A5 E3 G7 J7 H11 K13 K15 J18,7
けいた課題004,2,D5 C8 A8 C12 F11 H14 F16 H18,7
SHUT UP BRIAN,3,D5 C4 D9 G10 G14 C13 F18,4
VANISHA,2,J2 F5 I8 H10 E13 G17 D18,2
SAID NOT SPREAD,3,C4 A8 E11 B15 G18,11
LA BELLE,2,E4 H5 I7 F8 H10 E13 C16 B18,2
GO!,0,H2 J3 K6 J8 K12 H12 J17 G18,7
LOLOLEBG,2,D5 F5 G7 C7 K6 J2 H10 K13 J16 H18,2
HCYS,2,H5 C4 C7 B10 B13 E17 F18,4
習作021,2,E3 I4 A3 B8 D8 C11 B13 E14 D16 F18,4
けいた課題005,2,E5 G5 C6 C9 G9 E12 G15 B15 F18,7
LEMONADE,3,A6 C4 E7 F9 J9 K6 J3 H12 K14 F16 G18,4
SPINACH AND COFFEE,0,H6 J3 K8 F10 I14 F18,8
MRS. STRETCH,2,D4 H5 F8 J11 E13 B18,2
BUMP IT UP,3,I3 D4 E7 A9 A12 A13 D14 F15 B18,6
"READY, SET, CRIMP",1,E2 H6 H8 J10 F11 K14 I17 J3 J1 K18,4
STRAWBERRY LEMON DELIGHT,3,H6 K5 H8 C8 D11 D14 G2 B18,7
HOLD ON TIGHT,1,H6 H4 J3 E7 B6 A9 A13 D14 F11 B18,7
JUG HAUL (CORRECT),2,F6 H5 I7 F8 D10 A9 C14 C16 E13 E3 C4 G1 B18,0
COMMIT!,3,K5 E3 F8 I10 F13 F14 A14 A9 B18,2
THE A TEAM,0,C5 E2 B6 C8 A9 F11 F14 I14 J10 H6 G18,6
LEMON LIME,2,C4 G1 H4 K4 K6 J8 H8 K12 I14 J17 G18,6
CRIMPFEST,3,K6 H6 J8 F10 F13 F16 C15 C8 G1 B18,4
WATCH YOUR FINGERS,0,D1 H6 B7 D11 F11 F16 C15 G18,6
SQUEEZE,0,H2 D4 H8 J9 I14 F13 E17 B11 E18,4
MR. STRETCH,2,E3 H5 F8 J9 J16 E13 J18,2
OUROBOROS,3,E5 F4 H8 D11 D15 J15 J18,8
ADDICTION,3,G6 K5 K10 H11 H16 H17 D17 D16 K15 A18,9
JUG HAUL,2,F6 G1 E3 C4 F8 I7 D10 A9 C14 C16 E13 B18,0
ZU#1.5,2,F4 G4 B6 C7 B9 E11 D15 C16 A18,7
NO FEET ALLOWED,2,D6 E6 D10 H10 E13 A14 C16 B18 F18,2
FAT BOY ON CRIMPS,1,F5 E6 B8 F11 E14 A16 D18,6
SWINGS MK1,2,H5 A6 D9 J11 G13 A14 C16 F18,4
ML LAPPER,2,F5 J2 I7 F8 H10 F12 G13 E16 F18 D18,2
REDHOT,2,H5 K4 D10 E13 C16 F17 J18,3
ARMOR,3,J4 K8 F10 G14 E16 J18,8
COLE IS THE BEST,0,K5 K6 K9 K11 K14 I15 H16 G17 D17 F11 K2 B18,7
ZU#3,0,F4 F5 H7 I9 E9 A8 C13 G12 H12 G16 D16 H18,7
HARD OF FARTNESS (YTH TM),2,B3 F3 C7 F9 H8 J11 G13 J15 F18,4
98 PROBLEMS,2,B4 D1 E8 F10 I12 H15 E16 A18,7
ALEX'S PROBLEM,3,F5 H6 J9 K13 G13 K17 F18,5
BLACK FUN,2,D5 G4 J6 G10 H11 J13 G16 F18,6
MEIJI,2,F5 F4 G8 F9 F12 F14 G15 D16 D17 D11 B18,2
FUNTASTIC,2,F6 K4 G2 C8 D11 F13 A14 I10 B18,4
BIGI BAGI BU,0,A4 A5 F5 F9 K9 I11 K13 I16 H18,4
CRIMPS FOR DAYS,3,B6 C4 C2 A9 F11 J10 J9 I14 I17 D14 K18,7
GO TIME,0,I3 E3 H6 F10 F16 J14 B18,7
SMOOTH SAILING,3,K5 F6 F10 D11 D14 C14 C4 G1 E18,4
SHORT & SWEET,2,F6 H5 H8 J9 K12 H12 J14 J16 J3 G1 J18,2
STRAIGHT TO THE POINT,2,K5 H6 H8 J8 I10 F11 F13 F14 E16 J2 E18,2
SHORTY,2,A6 B6 B7 A9 B11 A12 A14 C16 A4 C2 E18,2
PAUL^2 DISASTER :/,2,D4 H5 I7 F9 E11 C13 F14 E16 J2 B18,4
T-REX,2,H5 D4 G2 F8 H8 I10 G11 H12 F13 F14 E16 E18,1
BIRTHING POOL,0,K5 H6 H10 C13 D16 A8 H18,4
1 2,3,I4 G4 G8 C7 C11 B13 E14 F17 H18,7
LITTLE MISS SUNSHINE,3,A6 B6 A4 E7 D11 H12 E16 J17 J18,5
NO NAME,3,C4 A4 B7 I7 F10 F11 F16 J14 E18,7
RETURN OF THE JETI,2,D4 H4 K2 H8 K12 J14 F17 E18,7
BLACK MARKET,3,I4 G4 F7 K9 H11 G13 D15 F18,3
BAD MOON RISING,3,H6 K5 H8 F11 D11 C15 F16 F17 B7 G1 J18,6
AQUA MAN,3,C4 D9 F13 D15 H18,5
ZIG ZAG,2,E2 H6 D8 D14 F16 H12 B18,8
GRAPHICS,3,D5 F1 K5 H10 H14 D15 D18,4
THE CROSSOVER,3,K5 F6 F10 A12 A14 E16 C3 E18,6
DIVE DEEP,3,A5 E7 D9 G10 G11 J13 H15 H18,4
GO GO GADGET ARMS,3,D4 H5 D10 E13 B18,2
MOVE IT ON OVER,0,K5 H6 J8 F9 B11 A14 B17 C5 G2 B18,6
PINCHFEST,2,K4 F6 I10 D11 F15 F17 J18,6
ONE DIRECTION,3,F6 F8 F9 F10 F11 F13 F14 F15 F16 F17 E18,0
ZERO GRAVITY,3,A6 C4 D2 E7 E13 B18,6
LIFE ON THE MOON,3,C4 A4 E7 D11 H12 F16 E1 G18,6
SHORTIE GOT BACK,3,F2 I3 E7 E11 B14 D18,8
NOW WE'RE TALKIN',3,F6 I5 F9 E11 B13 D17 D18,6
MUST BE THIS TALL TO RIDE,3,B6 C5 D8 D9 I10 J13 H14 K17 D1 J18,9
PINTURA,2,D5 H5 F8 G10 G13 C13 E16 H18,2
GARAGE BAND,2,A5 F5 D9 G10 E13 C16 B18,3
KATINKA,3,J3 J4 F7 H9 F11 J12 K13 I15 K17 I18 G18,6
DRAGEE,3,J6 F8 F9 C13 D14 A6 F18,4
RENEE WAS HERE,2,G4 F4 E6 E8 D9 G10 G11 J11 K13 K15 K8 H6 J18,3
MAGNUM,3,D4 C2 B7 G8 F10 H12 F14 D14 A15 D18,6
WEREWOLVES OF LONDON 2.0,3,K5 H6 E7 F10 I10 F13 F14 C15 A9 B18,4
TEAM B WARM-UP,2,E3 H5 F6 I7 J9 J11 G11 H12 E13 C14 C16 K4 I1 B18,0
BRING THE PAIN,3,D5 B3 F7 C10 A12 A15 A16 F16 G18 H18,8
HACK IT OR POGO IT,2,E3 J5 F8 H10 E13 E14 D17 F18,2
HATERADE,2,D4 F3 A3 D6 B8 C10 D10 F12 G13 E16 H8 H18,2
THE ONE MOVE WONDER,1,I3 F6 F7 G7 D12 E13 H18,6
FOR POWA,3,B4 F4 D9 F13 C16 A18,6
FEFFI,2,I3 I4 J6 H10 C10 B13 C16 D18,3
TTA2,2,E4 H5 F5 F8 I8 F12 C16 D2 D18,5
YES 1,0,B5 C2 H9 F11 K14 I18,0
MOON ME,2,E4 H5 I7 K9 H10 E13 C16 K3 J1 B18,2
MOON SPUTNIK,2,K6 H6 G8 G10 J12 J14 G16 H18,7
P1,3,H2 K3 H6 J8 F10 F13 E14 F18,7
YRG,1,F4 G4 I7 H11 D12 E16 H18,3
STAT-TIQUE,3,H5 H9 J8 J13 E14 D15 A18,9
OK,0,B2 G2 I6 H7 I11 H12 D14 E18,0
GET STARTED,3,D6 E6 B8 G10 F12 E14 D17 H18,4
YES 2,0,B5 C2 H9 J10 K12 F13 F18,0
TTA1,2,E3 H5 J4 J11 H10 E8 E13 E16 B11 B18,4
WHALE WHISTLER,2,D5 G4 I7 E9 J11 G13 H18,5
THE STARLIGHT,3,A6 F5 F10 G11 G16 J15 B8 G18,8
EIS,3,G5 E5 G9 E12 G15 C18,8
MIN13,2,A5 D4 D6 D9 G7 F12 D15 C2 B18,5
MIN8,2,A2 C4 C6 E8 D10 C13 F14 D16 D2 F18,2
MIN12,2,A5 A3 C7 F9 E11 C13 C16 F16 G17 H6 H18,4
KOKOMIN,2,H6 K5 K9 G11 G12 D15 D18,8
MIN6,2,I3 F3 F5 E6 G7 D9 F12 C13 C16 F16 D1 F18,3
MIN7,0,I4 K4 K2 I7 H10 F13 G15 F16 E18,2
ZWÖI,0,B5 C4 D9 H13 F15 H18,4
MIN4,0,J5 H2 H8 H11 F13 G15 C16 K9 D18,5
MIN10,3,C4 D2 D7 B7 C10 D11 F13 E15 F16 C17 D18 A18,6
MIN3,3,E4 H4 E6 E8 G10 G11 F14 H15 D1 H18,4
MIN11,2,H5 K4 I3 F6 F8 G11 I10 I13 E13 F15 C16 B18,3
MIN5,0,A2 C4 C7 F9 I8 I12 H13 H15 K13 J18,5
MIN9,3,C4 F5 E8 F10 F12 J13 I14 J16 K10 H18,2
CRYPTO COIN,2,C4 A8 F8 E11 G13 D16 F18,4
MIN 2,3,K4 H4 H3 F5 G7 F9 F12 C13 C16 C18,4
RAIN,2,B4 F2 D5 F7 D10 B13 D15 B18,2
WEREWOLVES OF LONDON,3,K5 H6 E7 A9 I10 F13 F14 C15 B18,4
AFTERIMAGE,2,E6 B6 F11 C15 E18,10
MIN 1,0,C3 B5 E6 D9 A11 B13 C16 A18,4
HAPPY DAYS,2,F6 H5 F9 D10 B11 F13 F17 E17 J11 I10 B18,4
BIG FUN,0,D2 E3 F6 J9 J10 F13 J18,6
JUMPING FOR DAYS,3,F6 G2 I7 E13 C16 B18,2
THE CAVE,0,J5 G5 G7 I9 E9 H11 E13 G15 H18,6
E.T. CLIMB HOME,2,H5 D4 D10 F9 E13 J16 J18,2
OVER THE MOON,2,H5 F6 G11 I10 E13 F17 E18,1
JUMPING ON THE MOON,2,H5 D4 G1 I1 J11 G11 J14 F17 E18,4
AROUND THE MOON,3,K4 E3 E7 D8 D10 I10 H12 E13 C14 H8 I7 B18,1
MIKAN,3,A5 D3 C7 A9 B11 C13 A15 B18,2
OMOCHI,2,F4 J4 G6 G8 D9 F12 G14 D15 F18,2
AUSTRALOPITHECUS,3,D5 I2 G10 C14 H18,8
FITE NITE,3,H4 G4 E7 F10 F11 J14 I16 K18,7
MBY2,3,E6 B4 C10 F12 D15 F18,2
AUSTIN1,2,H1 G3 G7 J7 H10 C10 D8 C14 G14 K13 H18,1
AIDAN’S PROBLEM,2,H5 I7 H10 H12 G13 E13 E16 G3 K1 F18,2
AIDAN’S PROJECT,2,A5 A6 E8 D9 F12 C13 C16 F4 E2 B18,2
MBY3,2,G6 G8 J7 B8 E11 B13 D15 A16 C3 F18,2
LITE NITE,3,E3 C3 B7 E10 D11 H14 G16 F18,7
HOTTIE TATTIES,1,B4 C4 C10 D15 A18,6
SQUEEZE DA GLUTES,3,G6 K5 K9 G13 B13 D17 A18,7
GOPAL,0,F2 E3 D9 F13 B15 F18,6
BOSSED UP,2,E6 H5 K6 D9 J13 F18,11
EASY AND FUNNNNN,0,E1 G2 G4 E4 E6 G8 G10 E10 F12 G14 E14 E17 G16 H18,2
MBY1,2,D5 I5 I8 H10 D11 C13 D15 A18,4
FEELS LIKE THE FIRST TIME,2,F5 I7 H10 J11 E13 F15 C16 F18,2
MODJO,2,H6 I8 J9 H10 F10 F12 G13 E13 D15 C16 B18,2
BRAGGING WRITES,3,D1 C4 B7 F10 C15 D18,12
MORFOLOGY,2,J4 J6 H9 G11 E11 C13 C16 A6 E1 D18,7
"KING, QUEEN, TWIN",3,A3 B4 B8 G7 G11 K13 I16 H2 F18 B18,8
BLOODY LADDER,2,F5 I3 I7 F8 H10 F12 G14 E16 H18 F18,2
I❤️BASH,2,A5 C4 F8 G8 H10 E13 C16 F18,3
WATER HAZARD,3,D3 F3 G8 E9 G13 F18,8
ALISSANDERRS,2,K1 G6 G8 D9 G13 D17 D18,6
GOOFY,2,K3 J6 J9 B9 F12 F15 A16 A18,5
BISHBASHBOSH,2,D5 J5 I8 H10 J13 E13 C16 F18,2
UNDER’OVER,2,E6 F2 I8 H10 J11 E13 C16 F18,2
LOWSTART TALLGUY,2,D4 F3 F8 D9 C14 G13 H18,4
REDTOP,0,G1 C5 H6 E9 J10 K14 F13 J18,5
JUMPMAN,3,D5 F10 C13 D18,3
UNUSUALLY CHANGING,3,D3 F3 G7 F10 I12 G16 F18,11
GUDETAMA,3,J3 F4 G8 D11 D13 A15 A18,8
DEMENTE,2,G4 E5 E9 G12 D16 B18,10
GASTON 1,0,K5 K1 D5 G8 H11 E11 E14 I16 E18,4
PINCH,0,H5 E7 I10 J14 J18,4
SOMMER VIBZ,3,J4 K9 G12 E14 B16 C18,9
SVENSKT KAFFE,3,H5 F3 E8 E11 B13 F15 F17 J18,4
GASTON,3,D5 G8 H11 E14 I16 K4 J18,4
K1-1,2,J4 J1 F5 I8 F10 F12 B13 C8 D18,2
DYNO 1,3,F5 I7 F12 H18,5
MORNING SESSION,3,H3 E4 G7 E12 G15 B15 E17 A18,11
CLOWN FIESTA,3,C4 B9 C12 F11 F16 H18,8
RYSK KAVIAR,0,I3 F6 K8 G11 K15 F18,6
CHEESE KNIFE,3,B6 F10 H12 K14 H18,11
SALAMANDER,2,I4 F5 H9 I12 I14 G16 K18,8
NEW,0,E4 H4 G9 E12 H16 C18,6
BADABING,0,K5 H6 I9 D11 G14 C17 G18,7
BRAKE BLACK,1,A5 A2 C1 F1 D3 E4 G8 H11 D12 B13 E14 F18,5
ML LAPPER 1,2,H5 H2 F8 G10 F12 G13 E16 E18,2
ML COAL NUGGET WU,2,E4 H5 F8 H10 G13 H15 H18,4
PUGNO IN FACE,3,D5 G9 D12 H16 I18,9
GIVER,3,B6 E8 E12 H14 D16 H4 D18,6
X2,0,E4 B3 C7 H10 D15 H18,0
BAND-AND,0,E4 G4 J2 J6 K9 H11 J13 G16 F16 C12 E1 D18,4
MÜÄSAHM,0,E4 H4 D9 C10 F12 H16 I18,6
X1,2,F2 C4 C7 H6 H10 G13 C16 F18,1
TOLD YOU SO,3,H4 G8 K9 G13 F18,8
DOM,0,I3 I7 F7 E13 I12 J16 G16 J18,5
DO,2,J4 G4 J2 I7 G11 I13 E13 J18,3
MUNTAGNÜN,3,D4 K4 G7 G10 H13 D15 D18,7
MISTAKES HAVE BEEN MADE,2,F5 F8 C10 I11 H14 K14 J18,7
LISA #4,2,A5 E6 D9 G10 E13 E14 B15 A16 B18,2
CAN YOU MANAGE?,2,G4 E4 H9 I9 K9 K13 I16 F18,7
E13,2,F4 E8 F12 B14 A15 D18,6
CHEST,3,F5 E7 J8 G11 H14 C16 C18,5
PATH OF LEAST RESISTANCE,2,H5 F4 F7 H10 G13 E13 C16 F18,2
E10,2,J4 G4 E8 G13 H18,8
E12,0,B6 D1 B7 A9 F11 F14 I14 F16 K18,7
釈迦力,2,H1 H6 I8 G13 C11 G18,9
LIAR,3,F4 E6 G9 B11 E14 E15 I18,8
E8,3,B2 B4 B8 H10 H15 J6 D18,8
E11,0,F3 I4 G8 B10 E14 D18,7
E9,3,F5 G6 E11 A11 G14 D18,7
YELLOW KITTY,2,C4 F4 F7 C8 D11 F10 F13 F14 F16 H15 G18,4
SUNDAY CHILLOUT,2,A5 D5 E6 G8 E10 E13 E18,5
LANKARELLO,2,A4 F3 G6 F10 E10 K10 H15 F15 A12 J18,5
E6,0,C4 G6 D9 G14 C17 A18,7
MANIFESTATIONS,0,C4 D9 G11 I10 H15 D18,7
CRACKED FEDORA,2,H5 F6 K6 H10 F13 D16 A11 C8 H18,4
E7,0,E6 A3 B7 B13 A18,7
E4,0,E6 F12 F18,7
WARM-UP JUGS 2,2,D5 H5 H10 G13 E13 E8 F18,2
TORERO COLLEGE,2,I2 D5 B4 E8 D11 F13 D16 H18,6
E5,0,A5 D9 C13 F18,6
PRESERVATION,0,E4 I4 J8 G8 E11 I14 F16 D18,7
E2,0,H1 E4 H10 I16 K18,6
E3,0,I5 F5 B4 D9 D15 A18,7
SHOULDER SHUTDOWN,2,G6 E8 G10 E14 I16 J4 H18,8
E1,0,E4 D9 I8 G14 C13 H18,5
SHOULDER SHOWDOWN,2,F5 D5 D9 G11 E14 G16 E18,7
MARCH MATCHNESS IN MAY,3,B6 B3 G4 F9 K9 K13 I12 G16 B8 J18,8
PAUL^2 DISASTER,0,D4 J4 I7 E10 E11 F14 E16 B13 D2 B18,4
JORDANIAN PRINCESS,2,D4 E3 F6 I7 F9 J11 G13 J16 H18,2
REACHYTOBY NO. 1,2,F5 G8 D9 E11 A11 G13 E16 J18 I18,2
SPORT CLIMBING (2016 7C+),0,K2 I7 I8 E9 D6 A11 A13 A16 G16 H18,9
RDS,3,J4 K5 H6 G8 H12 D11 E14 C17 F18,7
PAPA'S GONE,0,A5 A9 B9 G9 G10 G15 F16 K13 J6 B18,7
"BRUSH GD, HARD EXIT",2,J4 I4 G8 K9 H12 D11 E14 B16 A18,10
ML FRUITERO,2,H5 D4 F7 H10 G11 G13 C13 C16 J2 B18 D18,3
FLIGHT 13J,3,F5 I7 H10 E13 J18,4
THE THREE EYED RAVEN,2,H5 D5 D10 G13 F18,4
KAFFEE OHNE MILCH,2,C4 F5 F8 D10 G13 E16 H18,2
BIBIBIMBAB,2,D4 F2 G3 G8 B8 F12 E13 C16 B18,2
K2,3,H5 E3 E7 F9 E10 I10 F12 J14 I16 J18,0
FUEL REJECTOR,2,D5 I5 H9 D11 G14 E16 C3 H18,4
WARM-UP JUGS 1,2,H5 D5 D10 C14 G13 F18,4
WOLFE - CIRCUIT #5,2,D5 F5 F8 H10 H14 K15 H18,3
SATURDAY MORNING,1,E4 I6 G8 H10 D9 D12 G13 D15 H17 H18,3
RADIO WAVES,0,A5 C4 A8 E11 D15 D18,4
THREE MOVES,2,F5 H10 E13 E18,2
HE IS OLD,0,K4 G6 I9 K10 F14 G16 C17 A12 B18,6
TOKYO BECKY,2,F6 E6 G7 I8 H10 F12 G13 G14 H15 G16 H17 H18 G18,4
KOOKS KLUB,3,J2 G2 H4 H8 D9 F12 A12 C16 A18,4
LIVE LONG AND PROSPER,3,E3 G8 F10 H13 E14 K6 D18,8
LEFT - RIGHT - LEFT,3,H5 A4 F6 K9 J11 G13 D15 C16 K2 B18,3
SALMON,0,E3 H3 G7 F10 I14 F16 B18,9
CHANGMO CAN WALK NOW,2,H5 F5 F8 I8 H10 J11 G13 E13 D15 C16 J2 B18,2
DANK SINATRA,3,C4 D5 E8 G10 D11 E14 C15 H18,5
KOOKS KLUB REVISED,0,J2 E3 H4 H8 D9 F12 A12 C16 A18,4
I NEED A NEW LEFT SHOE...,0,I5 G4 H8 E8 I10 J13 F12 F15 I18,4
DUNK THE JUNK,3,F3 D3 F7 B9 G13 F18,11
SHART ATTACK,3,G3 F4 G8 E9 G13 E18,5
FUNKY CHICKEN,2,F5 H5 D9 G13 F18,4
MR.KRABS,3,F5 J8 G12 H13 C16 B18,10
DUTTY,0,F5 H7 F12 F18,6
SIDE WALL,2,E4 F5 E8 I7 H10 J11 E13 H16 F18,2
I CAN DUNK,3,D5 H3 F10 E11 I13 F17 J18,11
1234QWERTY,2,D4 F5 J6 J11 F12 D10 B8 A3 J16 H18,3
KIM KARDASHIAN,3,F4 D6 B8 A11 F14 F18,9
SCHOOL’S OUT,3,E4 H3 G10 B13 F16 F18,9
SPOTIFY PLUS,2,J4 K3 I8 H10 G13 D15 D17 B18,6
TO THE HIMALAYAS,2,H5 F5 A4 B8 D10 B13 G13 E16 H18,2
CRIMPINATOR,3,H5 G7 E8 E11 C13 D15 B17 B18,3
THE TRUE XD,2,H5 D4 F8 H10 F12 C14 C16 A17 B18 D18,3
TWIST N SHOUT,0,H4 J4 G6 D6 G10 D12 F14 F16 H18,4
なるほど,2,E6 H6 I10 F10 F14 H13 I15 H17 J18,2
まあまあまあ,3,D5 D7 F9 D11 G13 E16 F18,2
やー,2,D4 F4 H5 H7 K8 K11 I10 H13 K15 J18,2
は,2,D4 F4 E7 H10 J13 G14 H17 J16 I18,2
まあまあ,2,F4 D5 G8 D10 F13 D15 F18,2
普通に,2,F5 F8 I10 G13 J14 H18,2
あれ,3,K6 K8 H10 D12 F15 C16 C5 F18,2
ふー,2,D4 B4 H5 I8 F10 H12 D15 F18,2
普通だ,2,F5 H5 H10 G14 E13 E16 F18,2
え,1,D4 F4 H7 F9 C10 E13 I16 F18,2
POGO,2,H5 G2 D10 E13 J11 J16 J18,1
THE SERAPHIM FALL,3,E4 H3 C7 B9 G10 F12 H14 F18,4
普通,2,F5 H5 F8 I10 F12 J15 H18,2
RIGHT OF WAY,0,E5 G3 H6 E8 I11 H14 H16 D18,6
LOCOMOTIVE ENGINE,2,E4 B3 D9 F12 G16 J18,3
DUB NATION,3,K5 J4 H9 I12 E12 D12 B15 A8 D18,7
BLEH,2,D5 F10 F14 F16 A11 G18,8
CAL4,0,B6 E6 H4 D1 B9 B12 C14 I13 G10 F17 B18,3
TIGHT,3,A5 G8 H10 G15 F16 K6 J18,8
PIGEONS IN LOVE,3,G2 B2 D5 D6 H8 F11 D11 G15 D18,8
BIG BALLIN’,2,F2 D5 D8 G7 I10 I13 C13 D11 F18,9
INCONTINENTAL DIVIDE,3,D3 I4 K6 H9 G9 K12 J14 I15 H18,9
TRIAL OF THE KITTEN,3,C5 D5 C10 C13 E14 D18,6
FLIGHT OF THE CAT,3,C5 D5 C10 E14 D18,8
NONAME,2,H5 F5 I8 E10 E13 C14 C16 F18,2
GAS 1,2,E4 G4 G3 F7 G8 F10 F12 D15 F18,0
SERRA,3,E4 K3 J7 H11 G14 B15 A11 B18,8
BABERAHAM,2,D4 H5 I7 F8 C7 B10 H10 E13 C16 F18,2
V31,2,F4 D9 H10 F12 G13 D15 H18,2
STORY OF A MYTHICAL CLIMB,1,F6 H5 H8 F9 G11 F13 G14 G16 I15 D17 A18 B18,7
もっこり寿司,3,I1 E4 C8 I8 F12 C15 E18,6
THE BLACK,3,E4 G3 K6 J8 J11 H14 D16 A12 G18,8
BACALAO,3,G3 G4 E7 B9 A12 E14 D18,10
習作019,3,D4 G2 F7 B8 C10 A12 B13 F15 E16 H18,4
SWEATY WOOD,2,I3 I6 I11 E9 F14 J17 G18,1
習作020,3,C6 E5 E8 E12 D13 H14 G16 A10 A3 H18,7
JUNKSHOW,3,K4 I6 K9 G10 G12 C13 D15 A17 C18,7
PROVALO CAGHETA,2,I3 I8 D8 E14 I15 J16 I12 K18,9
LITTLE RED RIDING HOOD,2,E3 I3 H8 F8 J11 J16 E13 J18,2
CONSCIENTIOUS,3,A1 B5 E7 G9 D11 D16 G15 I18,2
CAFFÈ,2,E3 A5 E8 C10 G13 D15 F18,2
LIVE LIKE ANIMALS,2,B4 E6 B8 C10 C13 G14 G17 H18,3
RUT,3,B4 B8 A11 A15 A18,7
ICE,3,E4 F5 F2 D2 C7 C10 D12 G13 E15 G8 H18,6
QUICKY,2,F5 I8 H10 F12 G13 D15 C16 B18,2
THURSDAY MORNIN',2,F5 B1 E7 I8 H10 J13 E13 F17 H18,2
MICHAEL SMITH,3,H5 K4 I8 G10 C10 A14 A17 D18 H18,7
