Name,UserRating,Holds,Grade
JUNIOR LEAGUE,2,H5 F6 F8 I8 I7 J9 H10 F12 E13 D15 C16 C10 B18,2
TO ROSE OR NOT TO ROSE,3,F5 E8 A11 F13 D16 B18,5
SENTERED ON CQUIGGLES,0,D1 H4 E8 I10 F13 J15 J18,6
USPS,3,H5 I10 D9 G13 E16 H18,4
CROSSPINCH,2,H5 D8 I10 J14 J18,10
XD,1,C4 A6 C7 C9 E11 D13 G13 G16 H16 H9 J18,2
WOLFE - CIRCUIT #1,2,A5 F3 H6 C7 G10 D12 E14 E17 H18,4
WOLFE - CIRCUIT #4,2,C6 I6 J4 I9 E9 G12 H13 E15 F18,8
TOE DRAG,2,I2 F5 H6 I8 I10 H11 G13 G16 D11 H18,6
WOLFE - CIRCUIT #2,3,B2 F5 E8 I10 H11 H14 J16 K6 J3 H18,6
BOOP,2,F4 F5 H8 F10 F11 C13 E16 B18,4
KABUKI GURLZ,3,C5 B6 C8 F11 C15 H18,11
WOLFE - CIRCUIT #3,3,H2 K5 H6 J8 J10 F10 H12 H15 F14 F18,7
WORTH THE MONEY,2,E4 G4 G8 B8 A11 E11 E14 D15 G16 F18 H18,4
SHORT VENUS,2,D2 F5 D5 D9 G8 F12 C13 E16 B18,2
SGORLABOULDERBOYZ,3,D3 H4 G6 J10 K11 H14 G16 C10 D18,9
VATIANT,2,A5 F5 F8 C7 C10 C13 C16 F15 F12 E18,2
TEO 2,2,H5 G2 H6 I8 K8 K9 J11 I11 H10 F8 K13 J16 H18 J18,0
A WEAK AGO,3,D3 F3 G6 C8 B9 G12 H14 H15 D18,10
HEEL FEEL,3,K5 K6 J8 J9 I10 F10 F13 E14 A14 A9 J3 B18,7
FSU,2,D4 I4 G8 D10 E13 A16 D18,3
TRICOLORA FRENCH FEDORA,3,J4 G3 G6 H8 D10 F13 E16 C5 H18,1
EVEN SPREAD,3,G3 B4 E7 C10 G13 F17 J18,2
NAME FOR YOU,3,I5 H6 E9 D11 D16 H14 B4 C18,9
COLD SWEAT,3,B6 E8 I10 G14 G17 D18,7
USF,2,E3 I3 I8 F9 H12 H14 K15 J11 F18,3
ODD LEE BEES TEE,3,H4 E3 D5 H5 H6 F9 E11 I12 I14 F15 J10 G1 E18 F18,4
TEAM BRC,2,F5 A5 B8 D9 D10 F12 G13 G16 H16 F8 F18 E18,4
BLACKANDWHITE,2,G6 J6 H10 G13 D12 D15 D18,2
HOWARD3,2,K4 H5 G4 I7 J9 J11 G13 G16 K15 F8 H18,2
U,0,G6 I3 E3 B4 C7 D8 F11 I10 H13 E14 D15 C13 D18 G18,2
TEO LECOMTE,2,F5 E6 F7 C7 D9 H10 I7 I6 H4 E13 C16 A18 B18,1
BONG,2,J4 I8 I12 K13 H18,7
MALIBU 1992,3,E4 I4 F8 D11 E12 A14 D17 A6 D18,3
DOSF15,0,F5 H4 H6 H7 J8 H10 I11 H13 I14 G15 H16 F18 G18,2
STABLE,2,F5 F4 G8 D10 F12 D15 F18,3
SIMPLE POWER,3,D5 G10 B13 D18,8
HEYROO,3,D4 I7 G11 K14 J18,7
KÄSE,3,C4 F4 A6 D10 C13 C16 B18,2
習作018,3,B2 B4 E6 G6 J7 H9 I12 G14 C13 A11 D17 A18,7
HOWARD2,3,H5 C4 C7 E7 D10 C10 E13 J14 G16 J10 A2 H18,4
MINISTER FIEBERTRAUM,0,K3 G4 G6 C7 C10 B14 F15 F17 C3 H18,7
けいた課題003,2,D5 C8 A8 D11 F11 F13 C15 D18,7
BROKEN,3,A5 F5 D9 E11 I12 J13 G16 K18,4
CREATINE PHOSPHATE,3,D6 E2 G8 G13 J18,11
SLIME TIME,3,A5 D5 A8 E11 D15 H18,3
CONTINENTAL DRIFT,0,C4 I6 G8 B8 A10 A6 E12 E14 H16 H18,6
GASTONIA,3,D4 E2 G6 F8 H11 G13 K16 J18,6
YYY,2,F5 I10 H12 K14 I16 K18,7
THE FLIP,2,G6 K4 J7 H11 H14 I14 H18,8
HOWARD1,2,A5 F2 E7 F8 C10 E13 H16 F18,2
NO GO,0,G4 G3 H6 K8 I12 I14 D16 E18,7
NGUYEN OR WING,0,F4 D7 F10 E12 D15 C18,7
EASY123,1,I3 D3 F8 H10 E13 E16 B11 B18,2
WOODY?,3,E6 B8 C11 B13 E16 E18,6
SOULJA BOY TELL EM,3,K5 J4 G6 G10 D11 E14 C17 F18,7
JUGS,2,D5 F9 J11 G14 H18,7
BRIXTON,0,H5 G10 E9 F13 D15 C18,6
"VELCRO, WHAT’S RIP OFF",3,E3 H5 H6 C6 E9 H10 D12 F15 D18,7
NORPAN,2,D5 G4 H9 F12 H14 H15 J18,3
AN CAP 3,2,C4 B9 F10 F13 H15 F18,5
MY INJURY,2,B4 C4 B8 F8 D10 G13 C16 B18,2
TIRED FINGIES,3,D3 F3 G8 D11 H14 F18,10
HOT BOX,3,H6 K5 G8 D11 H14 F18,8
SUGER,2,F3 D5 C10 G9 J10 G13 H15 J15 J18,6
MUGEN,3,F4 I4 G7 D11 J12 I16 E18,12
AN CAP 2,3,I3 E3 G9 D10 G13 F17 J18,5
SWEATSHOP,3,D3 H6 G8 F12 I14 H17 F18,6
ALWAYS SPRAY,2,F5 G2 G7 E8 H11 J13 K15 J18,7
SCOOT SCOOT,0,C6 A4 B8 C11 F13 F9 J16 J18,7
A REASON WHY,0,F4 J6 H8 F10 I13 I16 K18,6
FIREBALL,3,C4 B6 H5 J9 I13 J14 H17 D10 D18,10
ZEN MASTER,3,I5 H6 F10 E14 C17 G18,11
EL LAGARTO AMARILLO,3,H4 H6 F10 F11 F13 I14 G18,7
JANNIKS,0,B3 C2 G4 H6 J7 I10 I13 G13 G16 I15 F9 C7 H18 J18,2
6A+🧗🏼‍♀️🧗🏼‍♂️,2,H3 E4 H5 E7 F8 H10 D10 F12 E13 D15 E17 F17 J14 H18,2
RED HOT METAL BALL BBB,2,I3 D4 F8 I7 J11 J16 E13 J18,3
BLACK TARZAN BBB,2,A5 C7 B10 F12 J13 K16 G16 G8 J6 F18,6
SKYPIA,3,A3 B4 B8 E8 I8 K5 G14 H18,8
POKING THE BEAR,2,G6 K3 K9 B9 A13 E14 F12 B18,7
RIGHT O,3,F4 B8 E11 C13 F14 G14 J10 H18,6
THE IRON HEEL,3,A4 E3 F8 F10 I12 H15 G17 D18,4
JANNIKS ROUTE,2,H5 F6 F8 I8 I7 H10 J11 G13 F15 F17 H18,2
BEER HOLE,2,C4 D8 G7 I10 G12 H13 G16 J18,7
AN CAP 1,3,F5 B8 G10 F12 H16 D18,5
TUESDAY MAY 29,3,B4 C4 D2 E7 B8 D10 A12 D15 C17 D18,3
JULES ROUTE,0,H5 D4 E8 H10 G11 I15 J18 H18,2
ESTADO FASCISTA,3,A5 E3 F8 D11 G13 G16 J18,5
BANGERS AND MASH,3,H4 K6 K8 G10 G12 E14 K2 H18,7
HEIGHT DISCRIMINATION,2,A5 H5 G8 B8 D11 G13 D15 F18,6
I’M DONE,2,I3 E3 G6 H8 J8 J10 F10 G13 H15 J5 G18,3
EDDIE,2,F5 D11 F13 D17 F18,8
SHOULD DO,3,D2 G2 H5 E7 F12 F15 D15 B11 J18 F18,8
"$;&,’CAN",2,H5 I7 F9 F10 F12 E14 D16 E17 C8 E18,2
DIPLOMACY,3,C4 E8 H11 F13 F14 D18,8
BETTER CLIMB,3,D5 K3 K8 K9 F11 H14 F18,11
A WIDEMAN’S GAME,0,A5 H5 F11 E12 C14 H18,8
IS O.K.,3,C4 C9 F10 F11 J13 I16 H17 D18,7
BRUSH GODDAMMIT,3,J4 I4 G8 K9 H12 J14 G16 K18,8
BABY ELEPHANT,1,H5 F6 F8 I7 H10 J11 H13 I15 I16 J18 H18,6
OF DICE AND MEN,3,C4 C6 E9 G10 C12 E16 C18,8
HELIPAD,2,H5 K9 H11 G13 H15 I18,7
CATCH THE BODY,2,E3 H5 F8 G10 D10 C13 C16 B18,4
COLE,0,E3 I3 J5 G6 H8 J8 J10 F10 G13 F16 H17 G18,4
UNDERSIDE OF RED,3,H6 G3 K8 H12 I13 F17 G18,9
IT’S HOT,2,D5 F8 F9 J11 I12 I16 K15 K5 H18,3
001,2,H5 D5 D2 I1 I7 F8 H10 D10 E13 E16 C16 F18,2
MEGU3,2,B6 C4 D8 B10 D12 I12 H13 J15 J8 H18,8
TRØTT SOM FAEN,3,J6 G5 F7 G10 C10 C11 A11 E14 D16 J1 H18,5
JOLENE THE SNAKE,3,A3 C4 F5 B8 G13 G16 J18,7
DOPE,2,D5 G8 D11 G13 F18,6
習作017,2,K5 H4 G4 H6 J8 I10 F10 D11 F13 C15 B7 F18,7
DB7,3,G6 J4 J9 H10 G10 D11 C13 D15 D18,2
SAY WHAAAAT,0,F6 H3 E8 D12 E14 F17 J18,6
SPIEKERMAN,3,F3 C6 D9 I9 G13 H18,8
BY JAVETTE,3,J4 F6 E9 D12 J12 J14 K9 D16 F18,11
SIGN,3,J6 J8 G10 E12 D13 H16 H18,8
TENSION BOW,3,G4 J4 I9 C9 E12 D13 H14 G16 K18,10
OPEN THE WINDOW,0,B6 D6 B3 A9 D11 E11 G14 G16 D18,4
BROHEMIAN SPECIES,3,F4 H6 F10 F13 C17 F18,10
LORENZO,0,I5 G5 F9 E12 J13 G16 J18,6
TAPED SHOES,2,F5 H5 I8 H10 G14 K13 J16 H18,2
DON’T SCREW IT,2,I4 I2 G8 G10 E14 G16 F18,8
223345,2,D6 G6 F8 H10 D10 G14 F18,3
ALPHONSO,3,I3 F2 I8 E10 D11 G14 F16 E18,8
LESS SALAD MORE ICE CREAM,3,B2 F3 B8 E11 E13 I16 I17 K18,7
FREEBALLING,3,D5 A6 F7 H11 J14 F18,10
SLANTED HOLDS,3,F3 B4 B8 F11 G11 J14 I16 K6 K18,8
SCREW IT,3,I4 I2 G8 G10 E14 G16 F18,8
DANICPANTS,0,D2 E3 H4 H7 E7 D6 E9 D10 E11 E13 D14 G15 A9 F18,2
I’LL HAVE A PINT OF HEAVY,2,D5 H5 F8 E13 H16 J11 F18,2
X AGAIN,3,K4 H5 G8 D11 G13 G15 H18,6
LITTLE CROSS,2,H5 K4 G7 D6 D9 F12 G14 J16 J18,6
SLAP N TICKLE,3,D5 H5 I7 F8 G10 D11 E14 D16 F18,2
JUICY TIMES,3,F6 G3 E8 A8 B9 E12 E14 H16 H18,6
SLATE,0,I3 E3 D6 I5 G10 D12 E14 D17 F18,4
CRIMPSHRIMP,2,F5 I7 H10 J13 H15 J18,3
PINCH & PABLO,2,K3 G4 G6 K8 H11 J13 I16 K18,7
THE ROAD MORE TRAVELED,2,F5 A5 B8 E8 D11 F11 J10 H14 K15 H18,7
MOONWALKER,2,B4 H5 B8 D10 A12 G13 E16 J18,6
EASY JUMPIN',3,J2 F5 F8 D11 F13 C16 F18,3
PUKKUKSONG-1,3,A5 D9 J11 K15 K6 H18,2
WISH,2,E6 F5 G7 E8 D9 A11 A15 D17 G14 H1 B1 A18,3
UNCLE UNDERWOOD,3,A5 F7 D9 G13 J16 J18,2
ENTER THE GECKO,2,F5 E6 I8 F10 K11 H14 H15 F18,5
WONDERLAND,3,H1 F2 G7 J7 H10 G14 K15 H18,2
PUDDIN PIE,2,H5 K4 J2 I7 F8 C7 C10 A11 C13 G13 F12 H10 C16 A18,2
ROLLS ROYCE,3,A5 F5 I8 J11 J13 K15 K3 F18,3
DIZZY SOCKS,2,B3 F5 B8 E11 E13 C15 B18,6
CRIMPICITY,0,D1 B6 C8 D11 F13 F14 I14 I17 K18,9
FOLLOW THE BREEZE,2,F5 D4 F8 I7 H10 E13 F17 H18,2
123...GO!,3,H3 E4 A5 C10 C13 A16 G8 D18,6
LAST BOULDER OF THE DAY!,3,H3 E4 G7 E9 G11 G16 F17 J14 B18,8
SIDE WAYZ LEFT,2,F5 B8 C9 D11 D12 G15 F18,9
TL2,3,D5 F1 G8 D11 E15 G15 H18,5
CRIMP CRIMP...,3,B2 F4 F7 F10 D11 F13 C15 F18,5
ANOTHER PROBLEM...,3,F4 G3 G7 B8 E11 C13 G14 G16 K18,6
MOTION SICKNESS,0,D2 E3 C7 F9 G12 K13 G16 F18,2
BLOODBAGS,3,J6 H8 D10 B7 C15 G14 H18,7
FREEBEES,2,J6 H8 G10 C13 A16 B7 D18,7
4ICE,2,J2 F5 F8 D11 F13 D15 F18,2
MODEL T,3,G6 K3 I10 F13 I15 H18,10
WHAT A DODDLE,2,H5 F6 F8 H10 E13 E16 B18,2
HARD CROSS,3,H5 D6 D12 G11 H11 K9 D15 B18,7
BREEZY FOOTWORK,3,F5 D9 F12 C13 E16 A18,3
CONT 2,2,F5 D4 D9 F8 F12 D15 E18 B18,4
BREEZY MOONDANCE,3,A3 C4 F4 E6 I8 H10 I13 G14 C13 A16 B18,2
STAN,0,D4 H3 G7 D9 F12 B13 C17 A18,3
CONT1,2,F5 A5 C7 F8 D10 F13 D15 F18,2
STICKIES QUICKIE,3,H5 G2 A6 D9 A11 C15 E14 D18,6
TURTLES ARE GOOD,2,I3 G4 I8 F10 G13 E16 H18,3
TWANDOR,2,H3 G4 D9 G13 H18,10
BREEZY LEFTY FOOTIE,2,G4 J4 J7 H10 C10 G14 E16 H18,4
THE CLAW,3,H5 I10 D12 D15 D18,10
BREEZY JUNGLE,2,G3 J4 I8 H10 E13 D15 F18,4
A FEW POUNDS,3,F6 I3 G7 D9 E11 B13 D15 D18,6
BREEZY TIMES,2,F5 D5 I8 H10 I13 E13 I16 H18,3
ROLL THE DICE,2,A5 F5 D9 G13 K15 J18,7
MOOSE1,3,B4 A8 F10 G14 C17 B18,11
OUCH MY FELLINGS,2,H5 E6 H10 F12 F13 B13 D15 A18,4
LISTEN AND NEVER FORGET,3,J4 H1 I5 G6 E11 G14 D17 H18,10
ASPARAGUS PEE,2,F6 I7 J11 G14 J16 D2 J18,4
CRUMBLE TOPPING,3,G2 D4 F9 G11 J14 F17 E18,3
DESANTIS,3,E4 I5 I10 D8 D12 G15 B18,10
SHAM,2,A6 D10 E13 J16 J18,3
WHO AM I,2,G6 H6 I10 I14 F13 F18,10
PIZZA ITALIANA,3,H5 D9 G13 J18,8
GABBER TROGLODITE,0,E4 F5 K5 H8 F10 E14 G15 D18,7
ONLY FOR THE GIANTER,3,A5 B9 G10 G13 K15 F18,10
NATE’S WARM UP,2,H5 F6 I7 H10 F9 E13 C16 B18 A18,2
TECHNO TROOPER,2,G4 J4 I7 G11 K13 G16 H18,5
NOTHING VENTURED,3,D6 D2 C9 E12 F14 I16 J18,8
FLIP OR FLOP,3,F5 I9 I10 K13 J17 H18,11
GABBER TROGLODYTES,2,E4 F5 K5 H8 F10 G12 G15 E14 D18,6
CROSS TO THE BISCUIT,2,J6 K6 J7 E8 A8 A11 B13 F17 G17 D5 E4 J18,6
WAY2HOT BBB,2,H5 C4 F8 G10 D12 F15 J16 J13 J18 E18,3
COOL GUY SYNDROME,3,F6 K4 I10 I15 E13 E18,2
THE MAKAK PROJECT,0,D4 D5 H9 G11 C14 E18,5
LISA #2,2,A5 E6 D9 H11 E13 C16 B18,2
PUMB TON HCTAM,3,F5 F10 H9 G14 J18,7
GIOTATU,2,B4 E8 D9 G13 F14 H18,6
LISA #3,2,D4 E3 F8 H10 D11 C14 E16 G13 D18,2
FIRST TRY?,2,A3 C4 C7 F8 F12 G14 I15 B10 F18,2
EASY UP,2,F5 I5 I8 H10 G14 K13 K15 H18,0
きっと誰でもできる#1,2,H5 F8 H10 F12 J13 J16 H15 H18,2
PANCHO?,2,D5 F5 G7 D9 G13 C15 F18,6
LAST NIGHT,0,F4 F8 A8 I12 G14 F17 B18,6
MIKE SMITH,0,H2 K4 H4 H8 C10 A14 A17 E18 G18,7
ALMOST FRIDAY,3,A5 B2 B8 D9 G11 G12 K13 I16 G6 H18,6
TWISTER HIPSTER,2,F4 I3 I7 D8 D10 E14 E16 H18,6
MISSED THE BOAT,3,D5 I2 G10 H13 K15 H17 F17 A11 A18,8
HYPER,0,J3 D5 E8 H7 I11 G14 C16 C10 G18 H18,2
PINCH AN INCH,1,H4 D3 E9 I10 F12 E16 H18,6
CUSTOM2 (2016 7C+),1,B4 D3 C7 F8 J9 H12 K16 H18,7
POPCORN START,2,F2 E3 G5 G8 D10 F12 H14 E16 F17 B18,5
"OH BOY, A CAMPUS",2,F6 H5 F8 D10 E13 E16 H18,5
**,2,F5 F6 F8 C10 E13 C16 F18,2
WHITE ROSE (2016 7C),0,G2 J2 F7 D9 D14 C14 B13 I13 I16 A5 K18,7
WITNESS THE ****NESS,2,E6 E2 J3 J7 H10 K13 I16 H18,2
BIG CROSS (2016 7C),0,D5 I4 D8 C12 A11 F15 G16 H18,5
TL01,2,D5 F1 G8 G10 D11 F13 D15 H18,2
OPEN BOOK,2,D5 B8 E11 E14 B14 A16 D18,4
EL BLANCO,2,F5 E8 I8 H10 G14 I16 K15 K13 H18,0
FINGER TRAINER (2016 7B),0,D6 F6 D8 A11 D13 F15 H15 H18,5
NATEDOG,2,H5 I3 G2 J1 I8 F10 G11 E13 D15 A15 B18 A18,6
COLIN,2,B4 D6 B8 E11 C13 C16 F16 A3 H18,2
VOODOO,2,A5 D6 D9 F12 G13 F14 H18,6
BLERB34,2,D4 B3 F7 D10 C14 G13 D18,2
ACTUALLY EASY,2,F5 H5 I7 F8 H10 G13 E13 C16 B6 J2 F18,2
FOOL ON THE HILL,3,A4 E6 E7 I10 I11 K13 H15 J18,6
CAN TOO,2,D5 C10 E14 D18,9
HARD PULL,3,G3 J4 H9 I12 D13 D17 A18,11
TURTLES,2,E3 D4 G7 D9 E13 G13 J10 H18,2
JAMES,2,D4 C4 D9 H8 G7 F12 H15 G16 J18,2
ONCE UPON A TIME,2,H5 F6 H10 J9 G13 C14 D15 B18,2
BLEED,2,F3 D4 G8 D10 E14 C16 G18,2
BANGBANG,3,D3 G4 G8 G13 K12 G18,12
STANOS,2,I3 E4 D3 E8 B10 E13 D18,2
CAN’T DO IT,3,D5 I4 C10 B12 E14 D18,8
BLACK THING,3,E6 I5 I3 F11 C15 D17 D18,10
LARGER 2(O) SMALLER HOLD,3,I3 E4 F6 J6 I10 I14 I17 F16 F12 G18 K18,2
SECOND LIGHT,3,I3 F6 J11 E13 F18,2
UNDER POCKET,2,A5 E4 E6 I8 G11 K13 K15 H18,2
MR.BLUE,3,K1 G3 I8 H10 K13 I16 H18,6
BECKY'S ONE,0,E3 J4 D10 F12 C14 F18,4
YELLOW FLAG,3,H4 H6 J10 F13 I17 G18 K18,10
KINDA EZ BUT REACHY,3,I4 D5 B10 D12 G13 G10 F16 C15 D18 G18,1
DAVID'S ONE,1,F5 D8 D10 D12 E13 I13 H12 H10 H8 I16 F18,2
TOMATO ARE PURPLE,3,K4 F6 I10 J14 J18,12
RED FLAG.,0,K6 J2 I10 J14 F17 B18,11
STICKY MOUSE,0,A5 D1 F3 H10 K11 F14 C15 B18,10
BDJ,2,J5 F5 G10 K9 J13 I16 J18,7
MAYO01,2,K5 G3 G6 H8 D9 G13 C16 A18,2
PIMP AND PUMP,3,D5 H9 H12 K15 K18,6
PHIL,3,F1 F3 H3 F5 F7 F9 F11 F13 F15 F17 K18,2
SHOULDER WARMED UP FIRST,0,F5 K9 K11 J14 E14 F18,6
V5,2,E6 B4 D9 C10 A11 C13 A16 A18,0
BOUM,2,A4 F4 G9 D9 F13 C16 A18,6
ANCAP V1,3,B4 B2 F4 E6 G7 F10 D11 D9 F13 F16 C15 C17 C18,2
ROBETTA,2,F5 F8 D10 F13 D16 F18,4
HIDEWAY0,3,F4 B5 D9 G13 D16 H18,5
GUTSY,0,C6 D8 F7 G12 D16 H18,8
MUSELI AND MILK,3,H5 F8 K11 J14 J16 F18,6
LEAP FROG,0,D5 H5 I7 G13 E13 D2 H18,6
FLYING MONKEYS,3,D5 H5 D2 E13 G13 H18,6
KOJO & TEEF PROBLEM,3,D5 H5 I7 F8 G10 D12 D16 G15 E18,3
4X4,2,A5 E3 B8 G10 E13 A14 A18,4
SAMMY NAX,2,F5 J4 G7 D11 H14 F18,8
PHIL 2.0,2,E3 G5 F6 G8 H8 G10 H11 E11 F14 D15 F17 C8 C5 H18,2
SAMMY NAX,2,F5 J4 G7 D11 H14 F18,8
MURX,2,H5 D5 D2 D9 H10 E13 E18,3
RANDO,2,A6 E7 D10 D13 B15 E18,3
L’IAGO,2,D4 H5 J9 G11 H12 F15 D14 D8 B18,0
SLING BLADE,3,D4 F2 G8 G13 D15 B10 H18,4
AFTER WORK SPECIAL,3,K6 J4 H9 G10 E12 D16 H15 J18,5
TEST 121,2,K4 H5 I7 F8 F10 H10 E13 D15 B9 F18,2
DISTANCE,3,G6 H1 J7 H11 J13 F18,10
DOABLE?,0,G2 H5 J1 J10 K12 J15 I18,3
THE SANTI KNEE,2,E3 A4 F8 F9 E13 E18,0
SCANNARI,2,E6 A6 E8 F12 G14 K16 K11 J18,5
ES CAU,2,H5 E3 F9 D10 E13 E16 J16 J18,3
BEAR PAW,2,D5 I4 H9 H11 H12 C13 C16 A18,7
UH,2,A4 E2 G9 H11 F14 F18,11
FIBRA IS BACK,2,A5 E8 D11 I12 H14 G16 D18,7
THE SANTI CLAW,3,I3 E3 H8 E10 I13 E16 J18,2
FLIPPIN HECK BBB,3,A5 F5 E11 H11 B10 A14 D15 C16 H18,4
SUPERWOOD RIGHT,3,C6 I6 C9 G12 D16 I18,10
DIE BY THE SWORD,3,E4 F4 C7 A9 C11 B12 F13 G16 H18,7
FACILE MA NON FACILISSIMO,3,F4 J4 F8 G10 H11 J13 F15 F18,5
SHORT CAKE,0,I5 F4 E8 E11 A14 E18,5
HELVETIA,0,E5 D6 B7 E9 F9 K9 J11 J15 F14 F17 J4 I18 E18,4
習作015,3,H5 D5 C9 G8 G11 H11 H15 J16 H18,5
ALTERNATE,2,G6 J5 H10 E13 H17 F18,1
LUCA EASY,2,D5 H5 I7 F8 H10 J11 G13 G14 E16 F18 E18,2
RONNIE COLEMAN,2,F5 D9 I10 E14 C13 D18,6
TO THE TOP,2,F5 D9 F12 D15 D18,2
SPANGWINI,2,B2 F5 E8 B8 E11 C13 G15 F18,3
VULKAN,2,D5 H5 G7 E7 F9 D10 G11 G13 E13 E16 G16 G2 D2 H18,2
SUPERWOOD LEFT,3,C6 I6 I9 E12 H16 C18,10
REEK,1,D4 E4 G8 D10 E14 C15 D18,2
HUMILITY,0,E4 H3 G7 H12 D11 G16 J18,3
ALEC'S BANE,3,E3 H4 G8 F12 B10 H16 H18,7
CONTORTOISE,2,C6 E3 G6 I7 J11 K13 H16 H18,4
TASTE WOOD,2,A4 B5 B8 D7 E11 E12 G14 E16 H18,3
REDOX,2,K4 H5 I7 J9 G11 K14 J16 J18,2
OLD,2,C3 C5 B7 D11 F10 F14 C15 F18,4
JUMP,0,H5 G4 G10 F10 C13 C16 B18,2
HOBNOB,2,H6 I2 D2 D9 E11 B13 E16 H8 D18,5
NO MORE HOT POCKETS?,2,F5 G8 F12 J13 G16 H17 F18,4
DYNO TEST,3,F5 J6 G2 F12 G13 I16 F18,10
RAUMWUNDER,0,C4 D7 D11 B14 H9 C18,7
LEFT LEG PISTOL SQUAT,2,F5 H8 J9 J11 H14 H15 J1 F18,5
シャケです,2,E3 H2 G8 D10 G13 C16 H18,2
CUT OUTS,3,C4 G10 C13 C16 C18,7
PINCH TEST 3,3,J2 G3 G6 J7 H11 J13 I16 F18,9
HEALED BY ROSES,3,E3 I3 F8 B11 B13 D15 H18,7
PUT A DONK ON IT,2,D3 A5 E8 B10 B13 C13 G14 F18,4
DYNAMIC ACTIVATION,2,H4 E6 D9 F12 H14 G16 H18,3
DAG ON A WALL,3,D2 A6 E7 D9 H11 G14 J18,7
PERFECT COMBO,3,H6 K5 I10 D12 C13 B13 D17 B18,10
PINCH TEST 1,3,G6 J5 I10 D12 D15 F17 H18,10
GASTON BLACK,3,J4 I7 F9 E11 E14 E16 B18,4
TIGHTEN UP!,2,D4 H5 F8 G11 H14 G16 J18,4
ORANGE JUICE,3,I4 F6 I10 E12 G15 D18,9
TYPICAL 7A,2,E6 H4 K6 F10 G12 C15 F17 A8 H18,7
WARM YOURSELF,2,E3 H6 F8 C10 B13 B14 C16 A4 D18,2
FIRST LIGHT,1,I3 E6 E11 J11 H17 E18,1
GASTON WHITE,0,J4 K6 I7 F9 E11 E14 B18,6
PINCH TEST 2,3,J5 G6 G10 K9 J13 I16 J18,8
5 FOOT 8 PT 1,3,F3 A3 C2 D6 B9 D11 A12 G14 F17 K18,10
FINGER JUGGLE,2,B2 F5 B8 E11 B13 A16 A18,2
MUST USE THEM ALL,3,F4 B6 C8 C11 A12 E14 G16 G17 C17 J18,7
BALLER,0,C5 F3 F10 G14 C17 A8 B18,7
MATCHIT,2,E3 H3 I7 H10 K15 J18 H18,4
MARK GOLD MAGIC,3,D5 H2 I10 H11 K15 H18,9
GO BIGG,3,B3 F5 J6 J11 D10 I16 J18,6
SADIE SLIM SHADIE,2,C4 F2 F6 F9 F12 H14 I16 I7 J18,4
READ THE FAQ,3,D5 G4 F7 B9 F12 H14 H17 F18,4
SUNDAY CROSSWORD,2,B4 E6 F7 H9 F12 I14 G16 J18,4
JUSTDOIT,2,A5 F5 G10 C9 E13 I15 H18,2
FÁCIL,2,F5 H5 I3 G2 I7 F8 H10 D10 E13 G13 C14 C16 B18 F18,2
THE BEST,2,D5 I2 I8 D9 E13 F18,2
EASY SHOULDERS,2,A5 E3 F8 D10 E13 J16 H18,2
SILLY GURL,2,F4 C7 A9 A11 A13 E14 C17 F18,6
BUBBA BEAR,0,A6 B6 G6 G5 C3 C12 D15 H11 H9 A18,10
BUBBA BEAR II,0,A6 B6 C3 I3 H6 H7 H9 H11 C12 D15 A18,10
100 BANDS,3,F4 G3 G7 D11 D15 A18,11
WIGGLE WALL!,2,F5 D5 G7 H10 F12 G13 G14 I15 H17 D9 H18,2
WARM ME UP SCOTTY,2,F4 D9 H10 C13 D17 A18,3
THE SOUTH FACE,0,H3 I3 F6 D5 A2 B9 E10 F12 J13 H16 J18,5
BING,3,G6 H6 F10 K10 I14 E14 F17 A18,8
MADNESS,2,E4 G4 G7 F9 H10 H12 H14 I15 F18,2
MONKEY MOVES!,2,E4 G4 G7 H10 H12 J13 I15 G16 F18,3
SHIN GUARDS,2,J6 K6 F5 G10 G13 H17 D18,9
UNGRADED FEET ANYWHERE,2,F5 H5 I7 F8 G10 H10 G13 E13 D15 C16 E16 F18,2
SCOOTER KIDS,3,G6 K4 K6 H11 F12 B14 F17 J18,12
UNBREAKABLE HEART,3,B4 D2 D7 B8 G13 K11 I17 K18,11
JUMPIN JACKS,0,E6 H6 G3 G13 H17 D18,10
WHITES.,2,G6 F5 B8 E11 G14 D17 A18,11
FINGER PAINS,2,J4 H6 J8 H11 H12 E14 F16 D18,7
HUIBUH,2,E3 G6 I8 D10 A6 G14 D16 F18,5
NUMBER FOUR,2,E6 B5 A8 B9 A11 C13 B14 E14 G14 G16 I11 F18,6
TARAGNINO,3,F2 I7 G10 B11 D14 C16 H18,9
BEGGING YELLOW,3,J4 H4 H6 H9 F11 F13 C15 D18,7
OH MY ANKLE,3,G6 G3 G10 G13 D15 C17 A9 A18,7
MAY THE 19TH BE WITH YOU,0,A6 E3 G6 I8 D10 G14 D16 F18,5
WITH LOVE,2,D1 G3 F7 I10 F13 F14 D17 D18,7
SHORT STORY OF TALL TALES,3,E4 H8 H11 I12 H14 H15 D18,10
TYÖMAA,2,F5 I3 I8 H10 G13 E13 C16 B18,2
NUMBER FIVE,3,E4 F3 F7 B8 B12 B15 F16 F11 F18,8
ISLA'S SMALL PEOPLE PROB,2,F5 G3 F8 H10 G13 G16 I15 H18,4
CABBASISI REAL,3,E4 H8 G10 K11 J14 J18,7
